dates,company,member,title
March 2013,Schlumberger,anmaralhennawi,Operator
April 2013,Techno Brain Limited,carol-muasya-kanake-78b04734,Bid Management Lead-Africa
January 2013,Techno Brain Limited,carol-muasya-kanake-78b04734,Bid Manager- Solutions (Kenya)
October 2008,Seven Seas Technologies,carol-muasya-kanake-78b04734,Bid Manager
December 2007,OpenView Business Systems - (Access Kenya Group),carol-muasya-kanake-78b04734,Sales Administrator
June 2007,OpenView Business Systems - (Access Kenya Group),carol-muasya-kanake-78b04734,Customer Relations Executive
September 2004,Standard Chartered Bank,carol-muasya-kanake-78b04734,IT Service Line Administrator
October 2002,,carol-muasya-kanake-78b04734,Customer Service Assistant
March 2016,,moses-maundu-09b3074,Systems Engineer
April 2015,FVC,moses-maundu-09b3074,Channel Manager - East Africa (Networking & Security)
December 2012,FVC,moses-maundu-09b3074,Pre Sales Engineer - East Africa (Networking & Security)
April 2011,Amiran Communications,moses-maundu-09b3074,Technical Projects Manager (Networks)
February 2009,,moses-maundu-09b3074,Head of IT
February 2008,,moses-maundu-09b3074,IT Manager
January 2007,,moses-maundu-09b3074,Technology Consultant
April 2005,,moses-maundu-09b3074,IT Technician
October 2014,,yves-le-bolloch-0a698628,VPGM Groupe Park Avenue
November 2011,,yves-le-bolloch-0a698628,General Manager
January 2011,Mercedes-Benz Sherbrooke,yves-le-bolloch-0a698628,General Manager
August 2008,,yves-le-bolloch-0a698628,"Director Sales, (Units, Parts & Accessories), Network development and customer support for Canada"
2004,,yves-le-bolloch-0a698628,"Network Parts, Accessories and Customer Service Manager"
2002,,yves-le-bolloch-0a698628,"Director Parts, Accessories, Riding Gear, Extended warranties and Engine Rebuilt Center"
1997,,yves-le-bolloch-0a698628,"Regional Sales Manager Ontario,Quebec and Atlantic Provinces"
1993,,yves-le-bolloch-0a698628,District Sales Manager Sea-Doo PWC and Sportboats
1990,Chrysler Canada,yves-le-bolloch-0a698628,District Sales Manager Vancouver BC
1989,Chrysler Canada,yves-le-bolloch-0a698628,Sales Administration Coordinator
1987,Chrysler Canada,yves-le-bolloch-0a698628,Customer Service Coordinator
,,yves-le-bolloch-0a698628,
,Alliant Techsystems,paul-byungho-kwon-8613b236,Senior Engineer
,Groupe Marcelle,anne-durocher-b7294125,Purchasing Agent
,Dona Ana Community College,faith-hutson-08b2152a,Clinical Coordinator for Diagnostic Medical Sonography
December 2014,Seagate Technology,steve-hochberg-b408492b,Regional Sales Manager - Department of Defense
December 2013,Brocade,steve-hochberg-b408492b,Sr. Regional Sales Manager
May 2012,"NetApp, provider of Computer Storage Systems and Software",steve-hochberg-b408492b,Capture Manager HPC & Video Surveillance Storage
May 2011,"NetApp, provider of Computer Storage Systems and Software",steve-hochberg-b408492b,E-Series District Manager
2008,"LSI Corporation, Engenio Storage Group - provider of Computer Storage Systems and Software",steve-hochberg-b408492b,"Director, US Federal Sales & High Performance Computing Sales Worldwide"
2003,"LSI Corporation, Engenio Storage Group - provider of Computer Storage Systems and Software",steve-hochberg-b408492b,Area Director US Federal Sales
2001,"LSI Corporation, Engenio Storage Group - provider of Computer Storage Systems and Software",steve-hochberg-b408492b,"Area Director US Federal Sales, Direct & Channel Sales"
1996,,steve-hochberg-b408492b,"Area Sales VP, US Federal & Canada"
1994,,steve-hochberg-b408492b,Direct Federal Sales (Individual Contributor)
1991,,steve-hochberg-b408492b,National Federal Channel Manager
1987,,steve-hochberg-b408492b,Federal Reseller Manager
June 2016,APCO Worldwide,felix-eggert-40370041,Associate Consultant Corporate Communications & Public Affairs
May 2014,airberlin,felix-eggert-40370041,Junior Manager - Political Affairs
February 2014,,felix-eggert-40370041,Intern - Press & Media Relations
May 2013,,felix-eggert-40370041,Intern - Press & Media Relations
February 2013,Deutsche Bank,felix-eggert-40370041,Intern - Communications - Private & Business Clients - Regional Press
September 2012,Organizing for America,felix-eggert-40370041,Volunteer
May 2012,Hill+Knowlton Strategies,felix-eggert-40370041,Intern - Public Affairs
February 2012,Deutsche Bank,felix-eggert-40370041,Intern - Communications - Private & Business Clients - Regional Press
February 2011,City of Cincinnati,felix-eggert-40370041,Intern - Office of the Vice Mayor
June 2012,Duke University,bryan-brown-6a4a6b67,Graduate Student
January 2014,Duke University,bryan-brown-6a4a6b67,Graduate Teaching Assistant - Molecular Ecology
January 2013,Duke University,bryan-brown-6a4a6b67,Graduate Teaching Assistant - Genetics and Evolution
August 2012,Duke University,bryan-brown-6a4a6b67,Graduate Teaching Assistant - Molecular Ecology
June 2007,Akron General Medical Center,bryan-brown-6a4a6b67,Pharmacy Tech
,MK Design,piyu-sharma-40b2b490,Designer Manager
April 2013,Telenor Pakistan,irfan-khan-11986915,Deputy CEO & Chief Marketing Officer
August 2011,Telenor ASA,irfan-khan-11986915,Vice President- Head of Distribution Asia
August 2009,Telenor,irfan-khan-11986915,Group Vice President Devices
2004,Telenor Pakistan,irfan-khan-11986915,Executive Vice President and CEO Telenor LDI ltd
2002,,irfan-khan-11986915,Director Telecom
2000,Ericsson,irfan-khan-11986915,Program Manager
1999,Telcordia Technologies,irfan-khan-11986915,Head of Business Transformation
1998,T-Mobile (Powertel PCS),irfan-khan-11986915,Director for Products and New Services
1996,PTCL,irfan-khan-11986915,Senior Consultant
1994,Orange,irfan-khan-11986915,BSS Engineer
1992,Cable&Wireless Worldwide,irfan-khan-11986915,RF and Transmission Engineer
April 2013,Bharti Airtel International (Netherland) B.V.,ramesh-chander-b0503218,Group Head Revenue Assurance and Fraud Management - Africa
April 2011,airtel,ramesh-chander-b0503218,Head Revenue Assurance Revenue Assurance Center of Excellence–Bharti Airtel Ltd
October 2010,airtel,ramesh-chander-b0503218,Chief - Revenue Assurance at Bharti Airtel ltd - India and South Asia
November 2007,airtel,ramesh-chander-b0503218,Head Revenue Assurance (Mobility Business) India and South Asia
November 2004,airtel,ramesh-chander-b0503218,Head Revenue Assurance - Delhi
September 2003,airtel,ramesh-chander-b0503218,Head Revenue Management - Gujarat
July 1997,Idea Cellular Ltd (Escotel mobile Comm. ltd),ramesh-chander-b0503218,Asst Manager Revenue Assurance
September 2015,OPEN LOOP New York,mark-levine-19724213,Tour Guide
February 2014,,mark-levine-19724213,Licensed NYC Tour Guide
February 2014,,mark-levine-19724213,Tour Guide
September 2012,,mark-levine-19724213,Book Reviewer
June 2003,,mark-levine-19724213,Proprietor
August 2012,,mark-levine-19724213,Tour Guide
September 2010,,mark-levine-19724213,Volunteer
January 2010,US Census Bureau,mark-levine-19724213,Office Operations Supervisor
2003,,mark-levine-19724213,Marketing Director
2003,,mark-levine-19724213,Advertising Sales
1998,,mark-levine-19724213,Territory Manager
1997,,mark-levine-19724213,Sales and Marketing Director
1996,,mark-levine-19724213,Sales Director
1989,,mark-levine-19724213,Director of Sales
1984,St. Martin's Press,mark-levine-19724213,"Sales Director/ Editor, Sales Liaison"
1979,,mark-levine-19724213,National Accounts Manager
1973,,mark-levine-19724213,Sales Representative (NYC)
May 2015,Dimension Data Middle East and Africa,oukojoseph,Practice Manager - Customer Experience & Collaboration Solutions
December 2013,FVC,oukojoseph,Pre-Sales Engineer ( Unified Communications and Collaboration)| East Africa
August 2011,Dimension Data,oukojoseph,Pre-Sales and System Engineer - Unified Communications
August 2010,Dimension Data Middle East and Africa,oukojoseph,System Engineer - TelePresence and Video Conferencing
September 2015,EXL,rajni-sharma-a28b888,Sr Manager
June 2014,LODHA Group,rajni-sharma-a28b888,AGM
October 2003,Wipro BPS,rajni-sharma-a28b888,Manager Of Operations
April 2010,Wipro BPO,rajni-sharma-a28b888,Deputy Manager
February 2008,,rajni-sharma-a28b888,Assistant Manager
December 2005,Wipro BPO,rajni-sharma-a28b888,Team Leader
March 2005,,rajni-sharma-a28b888,Training Assiatant
October 2003,,rajni-sharma-a28b888,Customer Care Consultant - Operations
March 2003,,rajni-sharma-a28b888,Associate
May 2015,Sankyu S.A,khalid-alghamdi-83b278b0,Mechanical Engineer
June 2014,,khalid-alghamdi-83b278b0,Mechanical Engineer
January 2011,FVC Inc.,christopherodutola,Senior Sales Engineer
2010,Business Connexion,christopherodutola,PreSales Specialist
June 2008,Business Connexion,christopherodutola,Systems Engineer
March 2006,ACCELON / Internet Solutions (a Dimension Data company),christopherodutola,Enterprise Support Consultant
September 2004,,christopherodutola,Computer Studies Teacher (NYSC)
May 2002,,christopherodutola,IT Support Officer
April 2016,FVC,joel-oyuga-492a4945,"Presales Lead - Unified Communications, Networking & Security | East Africa"
April 2015,FVC,joel-oyuga-492a4945,Pre-Sales Engineer - Advanced Networking & Security | East Africa
February 2015,Huawei Technologies,joel-oyuga-492a4945,Wireless and Data Com Networks Engineer
January 2014,Rift Valley Railways,joel-oyuga-492a4945,Operations Network Controller | East Africa
May 2012,Royal Media Services Limited,joel-oyuga-492a4945,ICT Technician
March 2016,Odan Laboratories Ltd.,manon-chevrier-58871871,Production Planner
December 2014,Groupe Marcelle,manon-chevrier-58871871,Purchasing Agent - Raw Material (Contract)
March 2014,Galderma,manon-chevrier-58871871,Managing Subcontracting Production (contract)
July 2013,,manon-chevrier-58871871,Consultant at Novartis Vaccines & Disgnostics
November 2011,Novartis,manon-chevrier-58871871,SUPPLY CHAIN MANAGEMENT DEPT. Senior Customer Relations Representative (extended role)
December 2012,Novartis,manon-chevrier-58871871,CFO AWARD for TAKING OWNERSHIP
October 2006,Novartis,manon-chevrier-58871871,SUPPLY CHAIN MANAGEMENT DEPT. Customer Relations Representative
July 2005,Novartis,manon-chevrier-58871871,Admin Assistant
September 1998,Merck,manon-chevrier-58871871,Admin Assistant
May 1993,,manon-chevrier-58871871,Admin Assistant
March 2015,Eseye,leninoyuga,Regional Manager - Africa
January 2015,YALI Regional Leadership Center East Africa,leninoyuga,Business Mentor
April 2013,Techno Brain Limited,leninoyuga,Product & Business Development Manager
August 2010,Pharm Access Africa,leninoyuga,"ICT, Monitoring & Evaluation Expert"
May 2010,,leninoyuga,ICT Technician
January 2008,JHPIEGO,leninoyuga,Database Specialist & Consultant
June 2007,Kenya Pipeline Company Limited,leninoyuga,Instrumentation Engineer Intern
June 2006,Kenya Civil Aviation Authority,leninoyuga,Tower Control Unit Intern
January 2011,,leninoyuga,
January 2012,,leninoyuga,
October 2012,City of Winnipeg,bjorn-radstrom-3ab78563,Manager of Transit Service Development
September 2007,City of Winnipeg,bjorn-radstrom-3ab78563,Transit Planner
May 2005,,bjorn-radstrom-3ab78563,Research Associate
March 2016,Groupe Marcelle,nathalie-bouchard-47718b15,Directrice marketing Marcelle soins et maquillage
April 2011,Groupe Marcelle,nathalie-bouchard-47718b15,Directrice marketing - cosmétiques Annabelle
July 2005,Groupe Marcelle,nathalie-bouchard-47718b15,Directrice marketing - Marcelle cosmétiques
April 1997,Marketel,nathalie-bouchard-47718b15,Administratrice de compte
March 2015,Seagate Technology,jack-fabian-14454a33,System Sales Engineer
August 2014,Global Technology Resources,jack-fabian-14454a33,Sales Systems Engineer
July 2013,SGI,jack-fabian-14454a33,Pre-Sales Systems Engineer
May 2011,NetApp,jack-fabian-14454a33,Consulting System Engineer
January 2004,LSI Corporation,jack-fabian-14454a33,Systems Engineer/Acct Manager
March 2000,SGI,jack-fabian-14454a33,Systems Engineer
March 2014,,mitzi-rivoire-4359165,Account Executive
December 2011,,mitzi-rivoire-4359165,Account Executive
January 2011,"Iron Bow Technologies, LLC",mitzi-rivoire-4359165,Account Executive
January 2009,"Apptis Technology Solutions, LLC (ATS)",mitzi-rivoire-4359165,"Director of Sales, DoD & VA"
April 2004,Apptis Technology Solutions,mitzi-rivoire-4359165,"VP, Partner Alliances"
April 2000,,mitzi-rivoire-4359165,Channel Account Manager
October 2014,Seagate Technology,justin-bradd-215021b,Sr. Federal Account Manager
August 2012,,justin-bradd-215021b,Sr. Federal Account Manager
February 2011,EMC,justin-bradd-215021b,Federal Account Executive
April 2010,EMC,justin-bradd-215021b,Inside Account Manager for BRS Federal Division
December 2009,EMC - BRS Division,justin-bradd-215021b,Sales Development Representative
October 2008,Data Domain,justin-bradd-215021b,Inside Account Executive
January 2007,,justin-bradd-215021b,Inside Sales
January 2007,memoryBlue,justin-bradd-215021b,Account Executive
May 2011,,jeenal-gandhi-7885664b,Senior Consultant
February 2010,,jeenal-gandhi-7885664b,Consultant
September 2015,"Seagate Government Solutions, Inc.",dgoliver,President
February 2016,Kimberly-Clark,tysonthorne,Global Design Director
February 2015,Johnson & Johnson,tysonthorne,"Director, Johnson & Johnson Solutions"
March 2013,Johnson & Johnson Global Strategic Design Office,tysonthorne,Design Director Corporate Identity
2008,Johnson & Johnson Global Strategic Design Office,tysonthorne,"Design Director, Consumer Healthcare / Over-the-counter (OTC)"
2007,Smart Design,tysonthorne,Senior Communication Designer
2000,TODA,tysonthorne,Art Director
January 2014,Lebara Mobile,james-pearson-b7ab2324,Head of Revenue Assurance and Fraud
June 2016,du,amit-agrawal-1b04347,Vice President - Revenue Assurance
May 2012,Emirates Telecommunications Corporation - Etisalat,amit-agrawal-1b04347,Group Director Revenue Assurance & Fraud Management
May 2009,Etisalat India,amit-agrawal-1b04347,Vice President & National Head Revenue Assurance & Fraud Management
November 2007,IBM,amit-agrawal-1b04347,Managing Consultant - Telecom and Utility
December 2004,TATA Teleservices,amit-agrawal-1b04347,National Head of Revenue Assurance and Fraud Management- Operations
February 2004,Neural Technologies,amit-agrawal-1b04347,"Consultant - Revenue Assurance, Credit Management & Fraud Management"
September 2002,Reliance Infocomm,amit-agrawal-1b04347,"Team Lead - Revenue Assurance, Billing & Fraud Management"
June 1998,Bharti Airtel Limited( Airtel),amit-agrawal-1b04347,"Asst. Manager - Billing, Credit Control & Fraud Management"
August 2015,Airtel Africa,mustafadhalla,"Head, Operational Governance - Revenue Assurance & Fraud Management"
August 2010,Airtel Africa,mustafadhalla,Regional Head Revenue Assurance & Fraud Management - Anglophone Africa
April 2005,Zain Group,mustafadhalla,Regional Revenue Assurance & Fraud Management Manager
July 2003,Celtel,mustafadhalla,Group Business Process Manager
October 1999,,mustafadhalla,Head of Business Operations & Marketing
October 1998,raha.com,mustafadhalla,Sales & Marketing Manager
June 2013,,anjali-jain-b93a6a72,HR Administrator
September 2014,,shailendra-singh-50639117,Head of Finance - Principal Finance Officer
April 2013,,shailendra-singh-50639117,Head Revenue Assurance & FM Operations
April 2011,Bharti Airtel Limited,shailendra-singh-50639117,Head Revenue Assurance Africa
December 2008,Bharti Airtel Limited,shailendra-singh-50639117,Head Revenue Assurance Prepaid & NPI (India & South Asia )
May 2004,Airtel,shailendra-singh-50639117,Head Revenue Assurance Punjab Circle
1999,,shailendra-singh-50639117,activations
December 2013,Microsoft,judemark-bwari-16035a21,Partner Technology Strategist
November 2012,FVC Inc.,judemark-bwari-16035a21,UC Pre-Sales Engineer
February 2011,Dimension Data,judemark-bwari-16035a21,UC Lead Specialist - Microsoft Solutions
February 2015,,judemark-bwari-16035a21,
September 2015,ZTE Corporation,jeniffer-muiruri-9a658832,Director Channels (Sales & Marketing) - Terminal Products
May 2012,LG Electronics,jeniffer-muiruri-9a658832,Marketing and Corporate Communications Manager
July 2011,LG ELECTRONICS,jeniffer-muiruri-9a658832,Channel Development & Brand Visibility Manager
August 2009,,jeniffer-muiruri-9a658832,Account Manager
January 2008,,jeniffer-muiruri-9a658832,Researcher
January 2007,,jeniffer-muiruri-9a658832,Events Manager
January 2006,East African Breweries Ltd,jeniffer-muiruri-9a658832,Key Account Manager
January 2016,Dimension Data East Africa,cyrus-ngaruiya-9aa77913,Practice Manager - Consulting
December 2013,Dimension Data East Africa,cyrus-ngaruiya-9aa77913,Technology Lead - Service Provider
June 2010,Safaricom,cyrus-ngaruiya-9aa77913,"Senior Engineer Planning, Core Network Infrastructure"
2010,Safaricom,cyrus-ngaruiya-9aa77913,"Senior Engineer, Core Network Planning and Support"
October 2007,Safaricom,cyrus-ngaruiya-9aa77913,"Support Engineer, Packet Data Core Infrastructure"
April 2007,LANTech Africa Ltd,cyrus-ngaruiya-9aa77913,Network Engineer
,,cyrus-ngaruiya-9aa77913,
2000,,samar-hachem-61a34b64,IARD MANAGER
January 2008,Eseye Global M2M / IoT,jeh013,CEO
June 2014,Techno Brain Group,sarah-richson-mba-ioee-36447716,Global Director - HR
October 2012,,sarah-richson-mba-ioee-36447716,Chair - Executive Governing Council
September 2013,Bridge International Academies,sarah-richson-mba-ioee-36447716,Head of Talent Management
November 2006,,sarah-richson-mba-ioee-36447716,Senior Management Consultant
November 2010,Aquarius Consultants,sarah-richson-mba-ioee-36447716,HR Management Consultant
November 2001,,sarah-richson-mba-ioee-36447716,"Business & HR Consultant, Coach, Speaker"
September 2014,,sarah-richson-mba-ioee-36447716,
July 2015,,sarah-richson-mba-ioee-36447716,
August 2015,,sarah-richson-mba-ioee-36447716,
August 2012,CloudGov Technologies,mike-w-gregory-aaa6785,"CEO, Enabler of Cloud Builders"
October 2007,EMC,mike-w-gregory-aaa6785,Federal Intel Account Manager (Acquired)
February 2006,"Analytical Graphics, Inc.",mike-w-gregory-aaa6785,Account Executive
2000,SGI Federal,mike-w-gregory-aaa6785,Sales Rep
June 1999,"Newport News Shipbuilding, A Division of Huntington Ingalls Industries",mike-w-gregory-aaa6785,Naval Architect
September 2014,Ikya Search Partners,radhamulani,Principal
April 2011,Ikya Search Partners,radhamulani,Associate Principal
October 2009,Ikya Search Partners,radhamulani,Associate Vice President
January 2008,,radhamulani,Senior Consultant
2003,Adecco India,radhamulani,Practice Lead - BFSI
October 2008,CIT,joanne-slate-mba-a9b65468,Sr. Accountant
April 1995,ADP,joanne-slate-mba-a9b65468,Sr. Financial Analyst
May 2015,Westcon,joel-kimilu-95baa,Business Manager - Unified Communications (Avaya)
August 2013,Techno Brain Limited,joel-kimilu-95baa,Product Manager - Microsoft Dynamics Navision - Africa
August 2011,Techno Brain Limited,joel-kimilu-95baa,Business Development Manager - Enterprise Business Solutions
October 2010,Techno Brain Limited,joel-kimilu-95baa,Presales Consultant
April 2009,Horizon Contact Centers Ltd,joel-kimilu-95baa,Senior Applications Manager
January 2008,University of the Western Cape,joel-kimilu-95baa,Software Engineer - Chisimba Project
September 2013,Lebara Mobile,77aldoamicucci,Risk Assurance strategy and governance manager
February 2010,Vodafone,77aldoamicucci,Revenue Assurance
May 2007,Vodafone Italy,77aldoamicucci,Financial Analyst Senior
2003,Accenture,77aldoamicucci,Senior Analyst
May 2015,Airtel T/A Celtel Zambia PLC,ibrahim-abdalla-98119b13,Head of Revenue Assurance & Fraud Management
November 2009,Bharti Airtel Limited - Sierra Leone,ibrahim-abdalla-98119b13,"Head, Revenue Assurance & Fraud Management"
November 2009,Zain Sierra Leone,ibrahim-abdalla-98119b13,Revenue Assurance & Fraud Manager
January 2008,Zain Kenya,ibrahim-abdalla-98119b13,Acting RA & Fraud Manager
April 2005,Zain,ibrahim-abdalla-98119b13,Team Leader
December 2004,,ibrahim-abdalla-98119b13,Revenue Assurance & Fraud Analyst
January 2012,Airtel Kenya,sammy-mogusu-ba011313,Head of Revenue Assurance and Fraud Management
November 2010,Protiviti,sammy-mogusu-ba011313,Manager - Revenue Assurance
July 2009,Safaricom Limited,sammy-mogusu-ba011313,Billing Assurance Manager
June 2007,Safaricom,sammy-mogusu-ba011313,Senior Revenue Assurance Analyst
May 2006,Safaricom,sammy-mogusu-ba011313,Billing and Network Integrity Analyst.
March 2015,,alpha-bundu-05500224,Head of REVENUE ASSURANCE & FRAUD MANAGEMENT
June 2012,Millicom International Cellular (Tigo),alpha-bundu-05500224,Revenue Assurance Manager
November 2010,Millicom International Cellular (Tigo),alpha-bundu-05500224,Billing Manager
August 2008,Millicom International Cellular (Tigo),alpha-bundu-05500224,Value Added Platform Manager
March 2008,,alpha-bundu-05500224,Lecturer
December 2007,Millicom International Cellular (Tigo),alpha-bundu-05500224,Intelligent Network Engineer
February 2014,Lyca Group of Companies,simonpotts,Group Head of Revenue Assurance and Fraud Control
December 2010,CGI,simonpotts,"Revenue Assurance, Fraud and Collections Practice Lead"
January 2009,,simonpotts,Founder
October 2007,Amdocs Consulting Division,simonpotts,Implementation Programme Director
July 2006,,simonpotts,Interim Consultant
February 2005,Cable & Wireless,simonpotts,"Director of Revenue Assurance, Fraud & Billing (Caribbean)"
April 2004,Cable & Wireless,simonpotts,Revenue Assurance Specialist (Global)
April 2001,Teradata (NCR Corp.),simonpotts,Fraud & Revenue Assurance Programme Manager - EMEA
April 2000,Amdocs SI&I Division,simonpotts,Consultant
December 1996,,simonpotts,Various Roles
August 1994,,simonpotts,Analyst Programmer
October 2012,Microsoft,lorraine-kageni-maina-56a6815a,Commercial Account Director
June 2009,Microsoft Corporation,lorraine-kageni-maina-56a6815a,Director of Marketing and Operations
January 2005,Barclays,lorraine-kageni-maina-56a6815a,"Head Liablities, Assets Products, Consumer banking"
June 2008,,lorraine-kageni-maina-56a6815a,Channel lead
2001,Unilever,lorraine-kageni-maina-56a6815a,Tea Taster
August 2015,Flipkart,dinesh-verma-8b637310,Head - Revenue Assurnace
August 2005,Bharti Airtel Ltd.,dinesh-verma-8b637310,Head - Global Revenue Operations
August 2009,Bharti AIrtel Ltd,dinesh-verma-8b637310,"Head Revenue Assurance NPI (Africa , India & South Asia )"
December 2008,Bharti Airtel Ltd,dinesh-verma-8b637310,Head Prepay Assurance
October 2006,Bharti Airtel Ltd,dinesh-verma-8b637310,Head Interconnect billing for Fixedline Business
August 2005,Bharti AIrtel Ltd,dinesh-verma-8b637310,Head Interconnect billing & Roaming
August 2004,,dinesh-verma-8b637310,Energy Auditor
June 2002,DSCL Energy Services Company Ltd.,dinesh-verma-8b637310,Energy Auditor
July 2015,Vodafone Shared Services India,shashi-bhushan-31603b13,Senior Manager - Revenue Assurance
May 2013,Vodafone Shared Services Limited,shashi-bhushan-31603b13,Lead Revenue Assurance - Prepaid & VAS
October 2010,Vodafone Mobile Services Ltd.,shashi-bhushan-31603b13,Manager - Revenue Assurance
January 2010,,shashi-bhushan-31603b13,Manager RA
July 2008,,shashi-bhushan-31603b13,Dy Manager - RA
July 2007,Aircel,shashi-bhushan-31603b13,Asst. Manager - RA
March 2005,Bharti Airtel Limited,shashi-bhushan-31603b13,Sr. Executive - Revenue Assurance
April 2004,Tata Teleservices Ltd.,shashi-bhushan-31603b13,Executive - Finance
June 2001,SNC-Lavalin,manon-chevalier-6ba90919,Process Engineer
January 1999,,manon-chevalier-6ba90919,Technical Representative
February 2016,"FireEye, Inc.",jejack,Strategic Account Manager - DOD
2014,,jejack,Managing Director
May 2014,,jejack,Senior Sales Director - Federal
2012,KoolSpan,jejack,Vice President Federal
2010,,jejack,"Military Advisor, U.S. Department of State"
2007,,jejack,Military Attache
2007,,jejack,Intelligence Team Leader
2000,,jejack,Eurasian Foreign Area Officer
1990,,jejack,Aviator/Aviation Commander
January 2012,Virginia Credit Union,jayson-brooks-48b50479,PT Teller I
August 2011,Net2Source Inc.,sonya-kapoor-18b21139,VP - Strategic Hiring
March 2008,,sonya-kapoor-18b21139,Assistant Vice President
April 2006,,sonya-kapoor-18b21139,Manager Operations
February 2004,Dell,sonya-kapoor-18b21139,Technical Support Executive
February 2012,,kelly-sheppard-2623ba32,Accountant
July 2014,,arunasharma1,Business Head .
2014,Randstad,arunasharma1,Business Head
June 2013,,arunasharma1,Head Recruitment and Business Development
June 2011,Pedersen and Partners,arunasharma1,Principal
December 2009,,arunasharma1,Associate Director
October 2007,,arunasharma1,Business Head
May 2001,,arunasharma1,V.P ITES/BFSI
2001,,arunasharma1,Manager Sales
April 1999,,arunasharma1,Business Development Mgr
September 2012,Verbatim Staffing Solutions India Private Limited,archana-reddy-0ab5907,Managing Director
July 2009,Kelly Services,archana-reddy-0ab5907,Sr.Consultant
December 2007,Ikya Human Capital Solutions Pvt. Ltd,archana-reddy-0ab5907,Practice Lead
June 2005,,archana-reddy-0ab5907,Consultant
August 2004,,archana-reddy-0ab5907,Recruitment Consultant
May 2015,Lebara,andrew-milner-white-02a49340,MNO Relationship Manager
August 2014,TeleSign,andrew-milner-white-02a49340,"Commercial Manager, Carrier Services"
August 2013,Telecom New Zealand,andrew-milner-white-02a49340,Carrier Commercial Manager
November 2011,Telecom New Zealand,andrew-milner-white-02a49340,Senior Product and Marketing Manager - Interconnect
2010,Telecom New Zealand,andrew-milner-white-02a49340,Interconnect Product Manager
2008,Telecom New Zealand,andrew-milner-white-02a49340,Commercial Manager
September 2006,Lowndes Associates,andrew-milner-white-02a49340,Senior Associate
2004,,andrew-milner-white-02a49340,Senior Solicitor
May 2012,Safaricom,esther-wachenje-17442b16,Principal Analyst: Revenue Assurance
January 2009,,esther-wachenje-17442b16,Revenue Assurance and Fraud Team Leader
2011,Lebara Mobile,duncan-collinge-4467318,Destination & Carrier Account Manager
February 2010,Lebara Mobile,duncan-collinge-4467318,Switching & Transmission Provisioning Manager
February 2009,Lebara Mobile,duncan-collinge-4467318,Senior transmission and switch engineer
July 1998,Tele2,duncan-collinge-4467318,Switch Manager
June 2014,,raymond-assan-02174719,Head of Revenue Assurance and Fraud Management
July 2011,Airtel Ghana Ltd,raymond-assan-02174719,"Manager, Revenue Assurance and Fraud Management"
July 2010,,raymond-assan-02174719,Revenue Assurance and Fraud Analyst
January 2009,,raymond-assan-02174719,Revenue Assurance and Fraud Analyst
May 2003,,raymond-assan-02174719,Programmer
February 2013,BT,horiaselegean,Head of Group Revenue & Margin Assurance - BT Retail
February 2010,BT,horiaselegean,Head of Revenue & Margin Assurance - Business and Global Services
November 2009,O2 UK,horiaselegean,Revenue Assurance Project/Implementation Manager
February 2008,O2 UK,horiaselegean,Monitoring & Detection Manager
July 2007,O2 UK,horiaselegean,Senior Revenue Integrity Analyst
January 2005,"Carphone Warehouse PLC, UK",horiaselegean,Provisioning and Rating Analyst - Revenue Assurance
May 2002,"Vodafone, Romania",horiaselegean,Team Leader - Major Accounts Data Support
February 2016,SNC-Lavalin,christianmialison,Field Engineering Manager
January 2016,SNC-Lavalin,christianmialison,Project Engineer
June 2013,SNC-Lavalin,christianmialison,Field Engineering Manager
April 2011,Snc Lavalin,christianmialison,Site Engineering Coordinator
August 2010,SNC-Lavalin,christianmialison,Structural Field Engineer
June 2007,SNC LAVALIN,christianmialison,Structural Field Engineer
May 2006,,christianmialison,Site Supervisor
,None - in transitional stage!,julian-hardy-a52b509b,None
April 2016,Ciment McInnis,robin-jones-73510b11,Senior Project Manager
February 2015,Met-Chem Canada Inc.,robin-jones-73510b11,Senior Project Manager
2006,SNC Lavalin Group,robin-jones-73510b11,Project Manager
1997,Lafarge,robin-jones-73510b11,Technical Manager
1993,Lafarge CTS,robin-jones-73510b11,Project Engineer
July 1995,Morgan Stanley,charles-anderson-99023b16,"Senior Vice President, Wealth Advisor"
November 2015,,halie-taylor-34557882,Cash Acct Accounting & Reporting
September 2014,Continental,halie-taylor-34557882,Product Planning and Launch Intern
March 2014,Continental,halie-taylor-34557882,Corporate Accounting Intern
November 2011,TJ Maxx,halie-taylor-34557882,Cashier
May 2014,Virginia House of Delegates,eric-harris-647babb9,Legislative Aide
November 2013,,eric-harris-647babb9,Campaign Coordinator
December 2013,,eric-harris-647babb9,Legislative Assistant
May 2013,,eric-harris-647babb9,Campaign Manager
2015,,eric-harris-647babb9,
March 1980,CIT,cliffwaldorf,"Vice President, Finance"
1980,,cliffwaldorf,Vice President Finance
1988,cit,cliffwaldorf,vp finance
1980,,cliffwaldorf,AVP
October 2012,Akamai Technologies,gayan-khoday-9b89277,Sr Recruiter
October 2009,,gayan-khoday-9b89277,Sr Recruiter
November 2007,Wipro Infotech,gayan-khoday-9b89277,Recruiter
2006,,gayan-khoday-9b89277,Recruiter
September 2015,Lebara,simon-rushforth-ba584351,Senior Payments Manager
October 2013,TUI Group,simon-rushforth-ba584351,Group Head of Card Payment Solutions
